timestamp,date,Дождь (незамерзающий),Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,"Осадки за 12 часов, мм","Высота снежного покрова, см",Количество облаков увеличилось,Ливневый дождь со снегом,"Осадки за 24 часа, мм",Количество облаков уменьшилось,Морось (незамерзающая) слабая с перерывами,Ливневый дождь,Дымка (видимость больше 1 км),Ливневой дождь слабый,Дождь (незамерзающий) слабый с перерывами,Осадки (достигают поверхности земли вдали от станции (&gt; 5 км)),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Туман начался (усилился). Небо не видно,Осадки (не достигают поверхности земли),"Гроза, но без осадков","Температура воздуха, °C","Гроза, дождь слабый","Относительная влажность, %",Морось (незамерзающая) слабая непрерывная,Град,"Минимальная температура, °C",Количество облаков не изменилось,Направление ветра,Балл общей облачности,Гроза,Ливневой снег слабый,"Максимальная температура, °C","Средняя скорость ветра, м/с","Пыльная (песчаная) буря, слабая или умеренная, ослабела"
1590930000,"Воскресенье, 31 мая
13:00 (UTC)",,,,,,,,,,,,,,,,,,751.0,,,,10.5,,83.4,,,,,северный,,,,,1.0,
1590933600,"Воскресенье, 31 мая
14:00 (UTC)",,,,,,,,,,,,,,,,,,751.0,,,,10.2,,85.6,,,,,северный,,,,,1.0,
1590937200,"Воскресенье, 31 мая
15:00 (UTC)",,,,,6,,,,,,,True,,,,,10.0,751.0,,,,10.6,,71.2,,,,,северный,10.0,,,15.2,2.0,
1590940800,"Воскресенье, 31 мая
16:00 (UTC)",,,,,,,,,,,,,,,,,,751.0,,,,10.4,,71.6,,,,,северный,,,,,1.0,
1590944400,"Воскресенье, 31 мая
17:00 (UTC)",,,,,,,,,,,,,,,,,,752.0,,,,9.5,,78.8,,,,,северный,,,,,1.0,
1590948000,"Воскресенье, 31 мая
18:00 (UTC)",,,,True,,,,,,,,,,,,,10.0,752.0,,,,8.8,,82.6,,,,,северный,10.0,,,,1.0,
1590951600,"Воскресенье, 31 мая
19:00 (UTC)",,,,,,,,,,,,,,,,,,752.0,,,,8.5,,82.5,,,,,северный,,,,,2.0,
1590955200,"Воскресенье, 31 мая
20:00 (UTC)",,,,,,,,,,,,,,,,,,752.0,,,,8.6,,80.9,,,,,северный,,,,,2.0,
1590958800,"Воскресенье, 31 мая
21:00 (UTC)",,,,,,,,,,True,,,,,,,10.0,752.0,,,,8.5,,82.0,,,,,северный,7.0,,,,2.0,
1590962400,"Воскресенье, 31 мая
22:00 (UTC)",,,,,,,,,,,,,,,,,,752.0,,,,8.6,,83.1,,,,,северный,,,,,2.0,
1590966000,"Воскресенье, 31 мая
23:00 (UTC)",,,,,,,,,,,,,,,,,,752.0,,,,8.7,,83.1,,,,,северный,,,,,2.0,
1590969600,"Понедельник, 1 июня
00:00 (UTC)",,,,,,,True,,,,,,,,,,10.0,752.0,,,,8.7,,84.9,,,,,северо-восточный,10.0,,,,2.0,
1590973200,"Понедельник, 1 июня
01:00 (UTC)",,,,,,,,,,,,,,,,,,752.0,,,,8.7,,84.9,,,,,северный,,,,,1.0,
1590976800,"Понедельник, 1 июня
02:00 (UTC)",,,,,,,,,,,,,,,,,,752.0,,,,8.9,,82.0,,,,,северный,,,,,1.0,
1590980400,"Понедельник, 1 июня
03:00 (UTC)",,,,,0.9,,,,7,,,,,,,,10.0,752.0,,,,9.0,,78.2,,,8.4,,северный,7.0,,,,2.0,
1590984000,"Понедельник, 1 июня
04:00 (UTC)",,,,,,,,,,,,,,,,,,752.0,,,,9.7,,74.6,,,,,северо-восточный,,,,,1.0,
1590987600,"Понедельник, 1 июня
05:00 (UTC)",,,,,,,,,,,,,,,,,,753.0,,,,10.3,,70.1,,,,,северо-восточный,,,,,2.0,
1590991200,"Понедельник, 1 июня
06:00 (UTC)",,,,,,,,,,,,,,,,,10.0,753.0,,,,11.0,,68.4,,,,,северо-восточный,9.0,,,,2.0,
1590994800,"Понедельник, 1 июня
07:00 (UTC)",,,,,,,,,,,,,,,,,,753.0,,,,11.6,,64.3,,,,,северо-восточный,,,,,2.0,
1590998400,"Понедельник, 1 июня
08:00 (UTC)",,,,,,,,,,,,,,,,,,754.0,,,,14.7,,55.5,,,,,северо-восточный,,,,,1.0,
1591002000,"Понедельник, 1 июня
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,754.0,,,,15.2,,51.6,,,,,северо-восточный,5.0,,,,2.0,
1591005600,"Понедельник, 1 июня
10:00 (UTC)",,,,,,,,,,,,,,,,,,754.0,,,,15.9,,46.6,,,,,северо-восточный,,,,,2.0,
1591009200,"Понедельник, 1 июня
11:00 (UTC)",,,,,,,,,,,,,,,,,,754.0,,,,16.3,,37.8,,,,,северо-восточный,,,,,3.0,
1591012800,"Понедельник, 1 июня
12:00 (UTC)",,,,,,,,,,,,,,,,,10.0,754.0,,,,15.8,,37.7,,,,,восточный,7.0,,,,2.0,
1591016400,"Понедельник, 1 июня
13:00 (UTC)",,,,,,,,,,,,,,,,,,754.0,,,,14.7,,41.3,,,,,северо-восточный,,,,,2.0,
1591020000,"Понедельник, 1 июня
14:00 (UTC)",,,,,,,,,,,,,,,,,,754.0,,,,16.0,,33.6,,,,,северо-восточный,,,,,2.0,
1591023600,"Понедельник, 1 июня
15:00 (UTC)",,,,,0,,,,,,,,,,,,10.0,755.0,,,,15.4,,32.0,,,,,северо-восточный,2.0,,,16.7,3.0,
1591027200,"Понедельник, 1 июня
16:00 (UTC)",,,,,,,,,,,,,,,,,,755.0,,,,14.1,,36.4,,,,,северо-восточный,,,,,2.0,
1591030800,"Понедельник, 1 июня
17:00 (UTC)",,,,,,,,,,,,,,,,,,755.0,,,,12.9,,41.4,,,,,северо-восточный,,,,,1.0,
1591034400,"Понедельник, 1 июня
18:00 (UTC)",,,,,,,,,,,,,,,,,10.0,756.0,,,,11.6,,45.1,,,,,северо-восточный,2.0,,,,1.0,
1591038000,"Понедельник, 1 июня
19:00 (UTC)",,,,,,,,,,,,,,,,,,756.0,,,,10.3,,49.5,,,,,северо-восточный,,,,,1.0,
1591041600,"Понедельник, 1 июня
20:00 (UTC)",,,,,,,,,,,,,,,,,,756.0,,,,9.6,,51.9,,,,,северо-восточный,,,,,2.0,
1591045200,"Понедельник, 1 июня
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,756.0,,,,9.0,,56.8,,,,,северо-восточный,5.0,,,,1.0,
1591048800,"Понедельник, 1 июня
22:00 (UTC)",,,,,,,,,,,,,,,,,,756.0,,,,8.3,,60.5,,,,,северо-восточный,,,,,1.0,
1591052400,"Понедельник, 1 июня
23:00 (UTC)",,,,,,,,,,,,,,,,,,757.0,,,,7.9,,63.0,,,,,северо-восточный,,,,,1.0,
1591056000,"Вторник, 2 июня
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,756.0,,,,7.9,,62.6,,,,,северо-восточный,7.0,,,,1.0,
1591059600,"Вторник, 2 июня
01:00 (UTC)",,,,,,,,,,,,,,,,,,757.0,,,,7.7,,62.5,,,,,северо-восточный,,,,,1.0,
1591063200,"Вторник, 2 июня
02:00 (UTC)",,,,,,,,,,,,,,,,,,757.0,,,,7.6,,63.4,,,,,северо-восточный,,,,,1.0,
1591066800,"Вторник, 2 июня
03:00 (UTC)",,,,,0,,,,0,,,,,,,,10.0,757.0,,,,8.0,,63.0,,,7.6,,северо-восточный,6.0,,,,1.0,
1591070400,"Вторник, 2 июня
04:00 (UTC)",,,,,,,,,,,,,,,,,,757.0,,,,10.2,,54.4,,,,,северо-восточный,,,,,1.0,
1591074000,"Вторник, 2 июня
05:00 (UTC)",,,,,,,,,,,,,,,,,,756.0,,,,11.6,,46.4,,,,,восточный,,,,,2.0,
1591077600,"Вторник, 2 июня
06:00 (UTC)",,,,,,,,,,,,,,,,,10.0,756.0,,,,12.3,,40.3,,,,,северо-восточный,4.0,,,,2.0,
1591081200,"Вторник, 2 июня
07:00 (UTC)",,,,,,,,,,,,,,,,,,756.0,,,,12.8,,42.6,,,,,северо-восточный,,,,,2.0,
1591084800,"Вторник, 2 июня
08:00 (UTC)",,,,,,,,,,,,,,,,,,756.0,,,,14.0,,40.2,,,,,северо-восточный,,,,,2.0,
1591088400,"Вторник, 2 июня
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,756.0,,,,14.5,,39.0,,,,,восточный,6.0,,,,2.0,
1591092000,"Вторник, 2 июня
10:00 (UTC)",,,,,,,,,,,,,,,,,,756.0,,,,14.7,,35.0,,,,,северо-восточный,,,,,2.0,
1591095600,"Вторник, 2 июня
11:00 (UTC)",,,,,,,,,,,,,,,,,,756.0,,,,15.6,,35.0,,,,,восточный,,,,,2.0,
1591099200,"Вторник, 2 июня
12:00 (UTC)",,,,,,,,,,,,,,,,,10.0,755.0,,,,15.9,,35.3,,,,,северо-восточный,7.0,,,,1.0,
1591102800,"Вторник, 2 июня
13:00 (UTC)",,,,,,,,,,,,,,,,,,755.0,,,,15.4,,37.3,,,,,северо-восточный,,,,,1.0,
1591106400,"Вторник, 2 июня
14:00 (UTC)",,,,,,,,,,,,,,,,,,755.0,,,,15.2,,38.1,,,,,северо-восточный,,,,,2.0,
1591110000,"Вторник, 2 июня
15:00 (UTC)",,,,,0,,,,,,,,,,,,10.0,755.0,,,,15.1,,40.0,,,,,северо-восточный,10.0,,,16.2,1.0,
1591113600,"Вторник, 2 июня
16:00 (UTC)",,,,,,,,,,,,,,,,,,755.0,,,,14.4,,41.8,,,,,юго-восточный,,,,,1.0,
1591117200,"Вторник, 2 июня
17:00 (UTC)",,,,,,,,,,,,,,,,,,755.0,,,,13.8,,45.4,,,,,восточный,,,,,1.0,
1591120800,"Вторник, 2 июня
18:00 (UTC)",,,,,,,,,,,,,,,,,10.0,755.0,,,,12.3,,54.5,,,,,,10.0,,,,0.0,
1591124400,"Вторник, 2 июня
19:00 (UTC)",,,,,,,,,,,,,,,,,,755.0,,,,11.4,,65.2,,,,,,,,,,0.0,
1591128000,"Вторник, 2 июня
20:00 (UTC)",,,,,,,,,,,,,,,,,,755.0,,,,10.8,,67.4,,,,,,,,,,0.0,
1591131600,"Вторник, 2 июня
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,755.0,,,,12.1,,57.2,,,,,,10.0,,,,0.0,
1591135200,"Вторник, 2 июня
22:00 (UTC)",,,,,,,,,,,,,,,,,,754.0,,,,12.1,,58.0,,,,,,,,,,0.0,
